Class,Region ID,Centroid X,Centroid Y,Orientation,Percent Filled,Aspect Ratio
specs,3,201.252,290.446,0.358924,100,0.909091
specs,4,0,0,0,0,0
specs,5,328.112,223.358,0.166981,100,0.749609
specs,1,0,0,0,0,0
specs,2,191.595,306.706,0.432523,100,3.13158
specs,3,378,291.5,0.553574,100,3
specs,4,196.707,292.507,0.314908,100,1.3
specs,5,0,0,0,0,0
specs,6,0,0,0,0,0
specs,7,328.872,223.114,0.168226,100,0.749609
specs,1,0,0,0,0,0
specs,2,191.595,306.706,0.432523,100,3.13158
specs,3,378,291.5,0.553574,100,3
specs,4,196.707,292.507,0.314908,100,1.3
specs,5,0,0,0,0,0
specs,6,0,0,0,0,0
specs,7,328.872,223.114,0.168226,100,0.749609
specs,1,0,0,0,0,0
specs,2,191.595,306.706,0.432523,100,3.13158
specs,3,378,291.5,0.553574,100,3
specs,4,196.707,292.507,0.314908,100,1.3
specs,5,0,0,0,0,0
specs,6,0,0,0,0,0
specs,7,328.872,223.114,0.168226,100,0.749609
specs,1,0,0,0,0,0
specs,2,0,0,0,0,5
specs,3,213.149,244.149,0.704436,100,3.4
specs,4,223.78,233.701,0.306768,100,1.3
specs,5,0,0,0,0,0
specs,6,379.071,170.397,0.133476,100,2.75593
specs,7,328.229,236.863,0.182495,100,0.749609
specs,1,0,0,0,0,0
specs,2,541.5,298.5,1.5708,100,1
specs,3,186.528,248.826,0.659244,100,3.2381
specs,4,196.929,237.159,0.619131,100,1.43137
specs,5,329.603,237.694,0.101533,100,0.749609
specs,1,0,0,0,0,0
specs,2,0,0,0,0,0
specs,3,177.489,230.356,0.722053,100,2.74
specs,4,187.257,217.718,0.709586,100,1.54545
specs,5,398.369,151.304,1.49068,100,1.4
specs,6,345.786,145.974,0.129333,100,2.63912
specs,7,0,0,0,0,0
specs,8,0,0,0,0,0
specs,9,329.974,251.078,0.0396119,100,0.749609
specs,1,0,0,0,0,0
specs,2,183.427,234.327,0.675723,100,2.97826
specs,3,192.926,221.572,0.661278,100,1.63636
specs,4,403.245,151.824,1.45942,100,0.714286
specs,5,349.985,147.947,0.105887,100,2.75184
specs,6,0,0,0,0,0
specs,7,328.593,249.552,0.0741453,100,0.749609
specs,1,0,0,0,0,7
specs,2,0,0,0,0,7
specs,3,567.5,270,-0.379189,100,0.666667
specs,4,191.323,227.426,0.710528,100,2.9
specs,5,200.87,214.065,0.62362,100,1.62162
specs,6,417,143.5,-1.05078,100,0.714286
specs,7,363.714,136.527,0.141833,100,2.55282
specs,8,0,0,0,0,0
specs,9,0,0,0,0,0
specs,10,324.823,254.482,0.102353,100,0.749609
specs,1,0,0,0,0,0
specs,2,571,271,1.5708,100,1
specs,3,187.397,230.111,0.691815,100,3.09091
specs,4,196.772,216.772,0.609382,100,1.58889
specs,5,416.683,141.683,-0.785398,100,0.833333
specs,6,362.479,136.41,0.107046,100,2.66776
specs,7,0,0,0,0,0
specs,8,324.643,254.795,0.117444,100,0.749609
specs,1,0,0,0,0,0
specs,2,562.333,261.333,-0.785398,100,0.5
specs,3,171.975,223.687,0.696064,100,3.18
specs,4,181.5,209.419,0.659549,100,1.52941
specs,5,0,0,0,0,0
specs,6,0,0,0,0,0
specs,7,0,0,0,0,0
specs,8,0,0,0,0,0
specs,9,403.864,131,1.23989,100,1.33333
specs,10,346.618,124.963,0.113456,100,2.56573
specs,11,0,0,0,0,0
specs,12,0,0,0,0,0
specs,13,328.081,262.3,0.0461442,100,0.749609
specs,1,163.733,285.467,0.0848249,100,0.2
specs,2,565.867,255.733,-1.08645,100,0.428571
specs,3,168.067,218.027,0.65883,100,2.94828
specs,4,0,0,0,0,0
specs,5,177.735,203.333,0.630775,100,1.63291
specs,6,0,0,0,0,0
specs,7,0,0,0,0,0
specs,8,0,0,0,0,0
specs,9,0,0,0,0,0
specs,10,0,0,0,0,0
specs,11,404.282,123.405,1.12414,100,1.22222
specs,12,345.547,115.756,0.129225,100,2.54527
specs,13,226,79.5,0.553574,100,24.0714
specs,14,327.929,268.504,0.0250545,100,0.749609
specs,1,160,288.5,0.109334,100,0.111111
specs,2,562.556,257.222,-1.32258,100,2
specs,3,0,0,0,0,0
specs,4,163.37,219.846,0.657296,100,2.80702
specs,5,0,0,0,0,0.2
specs,6,172.985,204.999,0.645155,100,1.6
specs,7,269,162.5,0.553574,100,5.33333
specs,8,0,0,0,0,0
specs,9,0,0,0,0,0
specs,10,0,0,0,0,0
specs,11,0,0,0,0,0
specs,12,399.935,124.304,0.908902,100,1.55556
specs,13,340.667,117.202,0.12074,100,2.80221
specs,14,0,0,0,0,0
specs,15,329.574,268.167,0.00790123,100,0.749609
specs,1,160,288.5,0.109334,100,0.111111
specs,2,562.556,257.222,-1.32258,100,2
specs,3,0,0,0,0,0
specs,4,163.37,219.846,0.657296,100,2.80702
specs,5,0,0,0,0,0.2
specs,6,172.985,204.999,0.645155,100,1.6
specs,7,269,162.5,0.553574,100,5.33333
specs,8,0,0,0,0,0
specs,9,0,0,0,0,0
specs,10,0,0,0,0,0
specs,11,0,0,0,0,0
specs,12,399.935,124.304,0.908902,100,1.55556
specs,13,340.667,117.202,0.12074,100,2.80221
specs,14,0,0,0,0,0
specs,15,329.574,268.167,0.00790123,100,0.749609
specs,1,160,288.5,0.109334,100,0.111111
specs,2,562.556,257.222,-1.32258,100,2
specs,3,0,0,0,0,0
specs,4,163.37,219.846,0.657296,100,2.80702
specs,5,0,0,0,0,0.2
specs,6,172.985,204.999,0.645155,100,1.6
specs,7,269,162.5,0.553574,100,5.33333
specs,8,0,0,0,0,0
specs,9,0,0,0,0,0
specs,10,0,0,0,0,0
specs,11,0,0,0,0,0
specs,12,399.935,124.304,0.908902,100,1.55556
specs,13,340.667,117.202,0.12074,100,2.80221
specs,14,0,0,0,0,0
specs,15,329.574,268.167,0.00790123,100,0.749609
specs,1,137.363,267.379,-0.00443852,100,0.166667
specs,2,133.725,200.045,0.715022,100,2.66667
specs,3,143.027,182.998,0.72179,100,1.65986
specs,4,258,141.5,0.109334,100,0.25
specs,5,244.931,133.563,0.142748,100,11.5161
specs,6,0,0,0,0,0
specs,7,138.195,123.134,0.066282,100,37.6552
specs,8,6.83996,176.444,1.47864,100,0.21
specs,9,382.837,95.0801,0.815731,100,2.36364
specs,10,340.161,286.049,-0.205395,100,0.749609
specs,1,138.233,255.295,-0.00165136,100,0.121951
specs,2,129.701,189.353,0.686971,100,2.4
specs,3,139.818,172.152,0.751093,100,1.69697
specs,4,255.778,127.556,0.248211,100,0.25
specs,5,4.50466,175.44,1.50149,100,0.166667
specs,6,242.917,119.968,0.16121,100,11.4667
specs,7,132.237,108.669,0.0701154,100,32.1429
specs,8,384.382,81.8829,0.817482,100,2.25
specs,9,339.516,297.178,-0.211899,100,0.749609
specs,1,139.533,249.545,-0.0149717,100,0.117647
specs,2,128.893,184.462,0.663435,100,2.57895
specs,3,139,166.932,0.747512,100,1.71429
specs,4,3.92574,170.26,1.50075,100,0.176471
specs,5,0,0,0,0,0
specs,6,242.75,113.821,0.153363,100,13.4048
specs,7,130.337,101.8,0.0771547,100,33.3934
specs,8,386.294,76.5592,0.842627,100,2.08333
specs,9,339.178,302.921,-0.211686,100,0.749609
specs,1,0,0,0,0,0
specs,2,139.745,249.514,-0.0124761,100,0.125
specs,3,129.843,184.585,0.677132,100,2.36782
specs,4,139.657,166.807,0.734398,100,1.72455
specs,5,4.19531,169.394,1.50525,100,0.180556
specs,6,0,0,0,0,0
specs,7,243.75,113.821,0.153363,100,13.4048
specs,8,132.353,101.771,0.0771762,100,31.9365
specs,9,387.402,76.8052,0.83246,100,2.08333
specs,10,338.883,303.188,-0.209579,100,0.749609
specs,1,138.988,250.358,-0.0240217,100,0.102041
specs,2,128.105,184.9,0.676702,100,2.64103
specs,3,137.946,167.22,0.732074,100,1.75974
specs,4,3.48205,171.952,1.48795,100,0.166667
specs,5,0,0,0,0,0
specs,6,241.607,113.929,0.156356,100,14.1538
specs,7,0,0,0,0,0
specs,8,130.5,102.3,0.0741054,100,29.913
specs,9,385.687,76.6694,0.808574,100,2.16667
specs,10,339.24,302.811,-0.212022,100,0.749609
specs,1,136.298,251.775,-0.0388454,100,0.125
specs,2,123.782,186.355,0.671639,100,2.63768
specs,3,1.36667,178.857,1.50644,100,0.16
specs,4,133.556,168.338,0.741643,100,1.7551
specs,5,250.778,122.556,0.248211,100,0.333333
specs,6,235.977,114.53,0.158997,100,13.3333
specs,7,128.767,103.811,0.0708601,100,34.4545
specs,8,380.226,76.4799,0.788421,100,2.41667
specs,9,340.382,301.593,-0.219662,100,0.749609
specs,1,136.298,251.775,-0.0388454,100,0.125
specs,2,123.782,186.355,0.671639,100,2.63768
specs,3,1.36667,178.857,1.50644,100,0.16
specs,4,133.556,168.338,0.741643,100,1.7551
specs,5,250.778,122.556,0.248211,100,0.333333
specs,6,235.977,114.53,0.158997,100,13.3333
specs,7,128.767,103.811,0.0708601,100,34.4545
specs,8,380.226,76.4799,0.788421,100,2.41667
specs,9,340.382,301.593,-0.219662,100,0.749609
specs,1,136.298,251.775,-0.0388454,100,0.125
specs,2,123.782,186.355,0.671639,100,2.63768
specs,3,1.36667,178.857,1.50644,100,0.16
specs,4,133.556,168.338,0.741643,100,1.7551
specs,5,250.778,122.556,0.248211,100,0.333333
specs,6,235.977,114.53,0.158997,100,13.3333
specs,7,128.767,103.811,0.0708601,100,34.4545
specs,8,380.226,76.4799,0.788421,100,2.41667
specs,9,340.382,301.593,-0.219662,100,0.749609
specs,1,141.462,241.697,-0.0575517,100,0.108464
specs,2,125.843,178.585,0.677132,100,2.36782
specs,3,1.62626,167.704,1.50206,100,0.178571
specs,4,135.48,160.25,0.721249,100,1.68166
specs,5,0,0,0,0,0
specs,6,239.811,105.009,0.149629,100,13.2581
specs,7,127.103,93.0862,0.0752712,100,31.0137
specs,8,385.118,67.5405,0.794203,100,2.33333
specs,9,196,10.5,0.0203968,100,0.125
specs,10,0,0,0,0,0
specs,11,0,0,0,0,0
specs,12,338.742,308.798,-0.210463,100,0.749609
specs,13,0,0,0,0,0
specs,14,15.9117,7.34058,-0.29361,100,0.333333
specs,1,141.198,239.119,-0.0687399,100,0.111632
specs,2,123.351,176.684,0.678213,100,2.51219
specs,3,0.444444,168,1.5708,100,0.0769231
specs,4,132.974,158.107,0.71441,100,1.75
specs,5,0,0,0,0,0
specs,6,237.916,102.156,0.15417,100,14.4884
specs,7,125.934,90.4918,0.0749575,100,33.027
specs,8,383.228,64.1967,0.7511,100,2.30769
specs,9,337.915,308.67,-0.198484,100,0.749609
specs,10,9.65161,5.6742,-0.388926,100,0.434783
specs,1,140.338,240.463,-0.0868287,100,0.112784
specs,2,122.058,177.567,0.667706,100,2.60976
specs,3,0,0,0,0,0
specs,4,131.714,159.198,0.735883,100,1.70914
specs,5,0,0,0,0,0
specs,6,234.833,102.734,0.157363,100,14.0833
specs,7,129.031,92.0789,0.0723757,100,32.025
specs,8,381.138,64.1733,0.744423,100,2.46154
specs,9,190,8.5,0.109334,100,0.166667
specs,10,338.581,308.37,-0.202642,100,0.749609
specs,11,0,0,0,0,0
specs,12,11.3985,5.20498,-0.287936,100,0.312414
specs,1,142.163,240.482,-0.0898881,100,0.100727
specs,2,123.099,178,0.651775,100,2.67105
specs,3,0.444444,170,1.5708,100,0.0769231
specs,4,132.591,159.75,0.730712,100,1.75
specs,5,0,0,0,0,0
specs,6,235.375,103.55,0.154898,100,14.5
specs,7,128.858,93.0184,0.0709736,100,32.6667
specs,8,380.986,65.0498,0.733116,100,2.38462
specs,9,0,0,0,0,0
specs,10,339.082,308.206,-0.207224,100,0.749609
specs,11,15.0042,6.04368,-0.251997,100,0.291139
specs,1,146.047,235.632,-0.0648651,100,0.106626
specs,2,0,0,0,0,0
specs,3,128.279,174.312,0.674478,100,2.36782
specs,4,137.87,156.107,0.715927,100,1.74638
specs,5,2.84691,159.609,1.46842,100,0.2
specs,6,241.995,100.16,0.149145,100,14.2414
specs,7,128.669,87.7945,0.0796985,100,29.0541
specs,8,388.516,63.599,0.768494,100,2.07692
specs,9,336.349,309.451,-0.186901,100,1.33403
specs,10,9.54893,7.47043,-0.577511,100,0.763158
specs,1,144.087,234.543,-0.0749838,100,0.108423
specs,2,125.702,173.376,0.665767,100,2.60526
specs,3,1.24138,161.483,1.52649,100,0.130435
specs,4,135.163,154.805,0.709313,100,1.65031
specs,5,240.194,98.1898,0.149197,100,15.069
specs,6,127.865,86.1349,0.0770198,100,29.7907
specs,7,386.396,60.9954,0.767907,100,2.41667
specs,8,336.005,309.782,-0.179508,100,0.749609
specs,9,195.584,1.36986,0.0982158,100,0.125
specs,10,6.67111,5.01111,-0.5363,100,0.481744
specs,1,142.78,238.626,-0.0692744,100,0.110061
specs,2,125.873,176.372,0.652778,100,2.84058
specs,3,1.5942,164.935,1.51179,100,0.148148
specs,4,135.385,158,0.700718,100,1.69672
specs,5,239.798,102.272,0.152932,100,14.6897
specs,6,127.248,90.3462,0.0776319,100,32.3333
specs,7,385.315,64.8515,0.784695,100,2.41667
specs,8,337.674,308.95,-0.198209,100,1.33403
specs,9,10.92,6.87056,-0.42773,100,0.52
specs,1,141.97,236.926,-0.0694178,100,0.11319
specs,2,124.031,174.868,0.681482,100,2.61905
specs,3,0.766667,164.3,1.50553,100,0.117647
specs,4,133.656,156.507,0.715094,100,1.70408
specs,5,238.459,100.338,0.156955,100,16.0769
specs,6,126.613,88.2742,0.0793135,100,31.0571
specs,7,384.943,63.4521,0.754409,100,2.28125
specs,8,336.984,309.011,-0.191141,100,0.749609
specs,9,7.6091,5.26091,-0.479065,100,0.612903
specs,1,140.714,239.721,-0.0574116,100,0.112475
specs,2,0,0,0,0,0
specs,3,124.725,176.967,0.643001,100,2.57895
specs,4,1.28495,166.29,1.50627,100,0.173913
specs,5,134.482,158.748,0.713916,100,1.72185
specs,6,239.257,103.329,0.155691,100,15.6154
specs,7,128.316,91.2094,0.0800577,100,30.7451
specs,8,385.118,66.5405,0.794203,100,2.33333
specs,9,338.076,308.608,-0.204517,100,0.749609
specs,10,0,0,0,0,0
specs,11,0,0,0,0,0
specs,12,0,0,0,0,0
specs,13,11.2002,6.6972,-0.400322,100,0.471698
specs,1,140.714,239.721,-0.0574116,100,0.112475
specs,2,0,0,0,0,0
specs,3,124.725,176.967,0.643001,100,2.57895
specs,4,1.28495,166.29,1.50627,100,0.173913
specs,5,134.482,158.748,0.713916,100,1.72185
specs,6,239.257,103.329,0.155691,100,15.6154
specs,7,128.316,91.2094,0.0800577,100,30.7451
specs,8,385.118,66.5405,0.794203,100,2.33333
specs,9,338.076,308.608,-0.204517,100,0.749609
specs,10,0,0,0,0,0
specs,11,0,0,0,0,0
specs,12,0,0,0,0,0
specs,13,11.2002,6.6972,-0.400322,100,0.471698
specs,1,144.684,223.74,-0.0560404,100,0.111023
specs,2,126.145,164.855,0.602046,100,2.39785
specs,3,135.653,146.304,0.714334,100,1.62963
specs,4,1.92683,147.501,1.48382,100,0.172414
specs,5,242.32,89.94,0.156802,100,14.3333
specs,6,126.623,75.6233,0.0933449,100,27.5455
specs,7,390.226,55.5138,0.747954,100,1.92308
specs,8,333.131,310.971,-0.151348,100,0.749609
specs,9,1.58025,1.91358,-0.961898,100,1.28571
specs,1,145.273,223.415,-0.0334262,100,0.0976163
specs,2,128.379,164.252,0.625886,100,2.23077
specs,3,137.916,145.58,0.714902,100,1.59259
specs,4,3.15346,143.772,1.46145,100,0.209302
specs,5,245.954,89.8391,0.154006,100,11.4
specs,6,126.675,74.7384,0.0967651,100,27.2424
specs,7,393.506,56.0162,0.756078,100,1.83333
specs,8,332.651,311.544,-0.148519,100,1.33403
specs,9,2.57937,3.62698,-1.0852,100,1.6
watch,1,595.079,235.444,-0.180163,100,0.75
watch,2,286.428,242.707,0.0450723,100,0.122654
watch,3,569.905,233.107,-0.185892,100,1
watch,4,544.844,231,4.68437e-11,100,1
watch,5,520.43,228.979,-0.427588,100,0.8
watch,6,495.762,226.81,-0.502163,100,0.714286
watch,7,471.253,224.853,-0.655715,100,0.571429
watch,8,447.275,222.71,-0.554469,100,0.571429
watch,9,85.6479,194.504,-1.39427,100,0.12585
watch,10,316.613,244.558,-0.0280426,100,0.749609
watch,1,603.267,222.533,0.0848249,100,0.333333
watch,2,0,0,0,0,0
watch,3,0,0,0,0,0
watch,4,0,0,0,0,0
watch,5,579.5,219.867,-6.96171e-11,100,0.666667
watch,6,556.128,217.051,0.111257,100,0.5
watch,7,533.5,214.5,1.5708,100,1
watch,8,510.5,211.5,1.5708,100,1
watch,9,487.606,209.061,-0.1947,100,0.666667
watch,10,465,206.5,-0.63967,100,0.6
watch,11,0,0,0,0,0
watch,12,115.089,169.095,-1.33357,100,0.101843
watch,13,314.736,247.463,-0.0170108,100,0.749609
watch,1,0,0,0,0,0
watch,2,0,0,0,0,0
watch,3,0,0,0,0,0
watch,4,329.752,276.437,-0.172839,100,0.182295
watch,5,510.333,261.667,0.785398,100,2
watch,6,492.333,260.667,0.785398,100,2
watch,7,473.5,260.5,1.5708,100,1
watch,8,455.5,259.5,1.5708,100,1
watch,9,437.133,259.133,0.785398,100,1.5
watch,10,0,0,0,0,0
watch,11,126.058,250.667,-1.48254,100,0.157989
watch,12,300.531,228.125,-0.234154,100,0.749609
watch,1,0,0,0,0,0
watch,2,328.72,277.224,-0.194286,100,0.182584
watch,3,0,0,0,0,0
watch,4,0,0,0,0,0
watch,5,471.5,261.5,1.5708,100,1
watch,6,453,261,0,100,1
watch,7,434.667,260,1.5708,100,1
watch,8,0,0,0,0,0
watch,9,121.816,252.732,-1.49162,100,0.154229
watch,10,299.923,227.446,-0.246277,100,0.749609
watch,1,0,0,0,0,0
watch,2,0,0,0,0,0
watch,3,327.404,277.538,-0.197759,100,0.18443
watch,4,506.667,262.333,0.785398,100,2
watch,5,488.333,261.667,0.785398,100,2
watch,6,469.5,261,1.01722,100,3
watch,7,451.222,260.444,0.248211,100,0.5
watch,8,432.867,259.867,0.785398,100,1.5
watch,9,0,0,0,0,0
watch,10,118.545,252.753,-1.4829,100,0.154229
watch,11,300.743,227.655,-0.239827,100,0.749609
watch,1,0,0,0,0,0
watch,2,327.108,278.604,-0.195374,100,0.189901
watch,3,0,0,0,0,0
watch,4,487.5,262.5,1.5708,100,1
watch,5,469,262,0,100,1
watch,6,450.5,261.5,1.5708,100,1
watch,7,432.333,261,1.5708,100,1
watch,8,119.893,253.741,-1.48826,100,0.152603
watch,9,300.759,227.545,-0.238473,100,0.749609
watch,1,0,0,0,0,0
watch,2,0,0,0,0,0
watch,3,0,0,0,0,0
watch,4,487.667,265.333,0.785398,100,2
watch,5,324.88,281.002,-0.190074,100,0.199084
watch,6,469.5,264.5,1.5708,100,1
watch,7,451,264,0,100,1
watch,8,432.5,263.5,1.5708,100,1
watch,9,0,0,0,0,0
watch,10,120.536,256.813,-1.48472,100,0.154229
watch,11,300.912,227.454,-0.233939,100,0.749609
watch,1,0,0,0,0,0
watch,2,0,0,0,0,0
watch,3,327.47,277.053,-0.177878,100,0.188854
watch,4,491.667,261.333,0.785398,100,2
watch,5,472.5,260.5,1.5708,100,1
watch,6,454.133,260.133,0.785398,100,1.5
watch,7,435.5,259.5,1.5708,100,1
watch,8,123.309,252.313,-1.48615,100,0.154153
watch,9,300.702,228.198,-0.231973,100,0.749609
watch,1,0,0,0,0,0
watch,2,0,0,0,0,0
watch,3,0,0,0,0,0
watch,4,329.731,276.164,-0.193661,100,0.198424
watch,5,0,0,0,0,0
watch,6,491.667,260.333,0.785398,100,2
watch,7,473,259.667,1.30967e-10,100,1
watch,8,454.5,259.5,1.5708,100,1
watch,9,436.5,258.5,1.5708,100,1
watch,10,0,0,0,0,0
watch,11,126.135,252.317,-1.49197,100,0.154321
watch,12,302.716,229.707,-0.198581,100,1.33403
watch,1,0,0,0,0,0
watch,2,0,0,0,0,0
watch,3,0,0,0,0,0
watch,4,329.731,276.164,-0.193661,100,0.198424
watch,5,0,0,0,0,0
watch,6,491.667,260.333,0.785398,100,2
watch,7,473,259.667,1.30967e-10,100,1
watch,8,454.5,259.5,1.5708,100,1
watch,9,436.5,258.5,1.5708,100,1
watch,10,0,0,0,0,0
watch,11,126.135,252.317,-1.49197,100,0.154321
watch,12,302.716,229.707,-0.198581,100,1.33403
watch,1,30.6667,301.667,-0.785398,100,0.5
watch,2,270.163,312.004,-0.303049,100,0.229795
watch,3,0,0,0,0,0
watch,4,79.2797,299.582,-1.51918,100,0.135838
watch,5,295.861,213.407,-0.330251,100,0.749609
watch,1,255.275,416.029,0.0165672,100,3.91367
watch,2,19,319.778,2.45564e-11,100,1
watch,3,0,0,0,0,0
watch,4,0,0,0,0,0
watch,5,68.3194,318.082,-1.54922,100,8.16667
watch,6,260.054,318.175,-0.356442,100,0.211063
watch,7,316.935,139.157,-0.0131355,100,0.469484
watch,1,622.312,345.792,1.48274,100,3.5
watch,2,596.788,345.189,0.122614,100,2.35
watch,3,258.826,411.327,0.0209411,100,3.68667
watch,4,17.5,307.417,0,100,0.333333
watch,5,0,0,0,0,0
watch,6,262.005,312.627,-0.332149,100,0.212983
watch,7,67.4088,305.601,-1.5271,100,0.128183
watch,8,319.007,134.873,-0.00267307,100,0.447574
watch,1,615.265,344.359,0.397297,100,0.857143
watch,2,631.619,341.417,-0.919415,100,2
watch,3,0,0,0,0,0
watch,4,267.557,411.372,0.019676,100,3.57962
watch,5,23.1333,307.867,-0.785398,100,0.666667
watch,6,0,0,0,0,0
watch,7,265.21,311.06,-0.336801,100,0.212594
watch,8,72.2679,306.419,-1.53551,100,0.127899
watch,9,319.047,135.364,-0.00249675,100,2.18089
watch,1,597.274,342.604,0.0802135,100,4.10638
watch,2,264.713,410.672,0.0224702,100,3.64286
watch,3,19,305.5,0,100,0.5
watch,4,0,0,0,0,0
watch,5,0,0,0,0,0
watch,6,263.667,309.5,-0.335158,100,0.21243
watch,7,69.0028,303.928,-1.53522,100,0.12
watch,8,319.135,134.029,-0.00204384,100,0.446009
watch,1,598.344,349.394,0.0408016,100,3.75325
watch,2,0,0,0,0,0
watch,3,266.948,413.664,0.0231681,100,3.71711
watch,4,0,0,0,0,0
watch,5,0,0,0,0,0
watch,6,21.8095,310.048,-0.514451,100,0.571429
watch,7,267.824,310.083,-0.342123,100,0.198787
watch,8,72.1813,308.631,-1.53409,100,0.13228
watch,9,319.298,136.911,-0.0011754,100,2.18089
watch,1,0,0,0,0,0
watch,2,27.6296,307.926,-0.276708,100,0.75
watch,3,274.21,308.084,-0.339574,100,0.203586
watch,4,78.0882,306.595,-1.52807,100,0.133565
watch,5,304.781,218.342,-0.218145,100,0.749609
watch,1,33.25,298.833,-0.152939,100,0.666667
watch,2,284.566,299.328,-0.336585,100,0.207116
watch,3,85.0473,297.693,-1.51817,100,0.138734
watch,4,304.493,220.014,-0.221664,100,0.749609
watch,1,270.074,404.552,0.0136484,100,3.21965
watch,2,25.7333,292,0,100,0.666667
watch,3,0,0,0,0,0
watch,4,282.334,291.676,-0.341857,100,0.212525
watch,5,79.1692,291.049,-1.52603,100,0.139089
watch,6,320.505,128.42,0.00432019,100,0.43662
watch,1,270.863,404.78,0.0125612,100,3.25
watch,2,25.5,292.867,0,100,0.666667
watch,3,282.385,290.97,-0.344759,100,0.215122
watch,4,78.7533,291.776,-1.52789,100,0.136781
watch,5,320.253,128.462,0.00317548,100,0.435055
watch,1,270.863,404.78,0.0125612,100,3.25
watch,2,25.5,292.867,0,100,0.666667
watch,3,282.385,290.97,-0.344759,100,0.215122
watch,4,78.7533,291.776,-1.52789,100,0.136781
watch,5,320.253,128.462,0.00317548,100,0.435055
watch,1,0,0,0,0,0
watch,2,636.623,287.765,0.949339,100,1.77381
watch,3,371.473,281.865,-0.188402,100,0.0880858
watch,4,99,270.5,-0.553574,100,0.333333
watch,5,0,0,0,0,0
watch,6,474,258.333,1.30967e-10,100,1
watch,7,0,0,0,0,0
watch,8,512.667,257.333,0.785398,100,2
watch,9,493.5,257.5,1.5708,100,1
watch,10,550.333,256.667,0.785398,100,2
watch,11,149.39,266.845,-1.48587,100,0.165563
watch,12,307.241,233.495,-0.0792058,100,0.749609
watch,1,0,0,0,0,0
watch,2,0,0,0,0,0
watch,3,0,0,0,0,0
watch,4,636.707,289.28,0.797802,100,1.58491
watch,5,369.632,283.196,-0.184111,100,0.0965809
watch,6,0,0,0,0,0
watch,7,98.75,272,-0.991603,100,0.5
watch,8,494,259.333,0,100,1
watch,9,474.5,259.5,1.5708,100,1
watch,10,550.667,258.333,0.785398,100,2
watch,11,532.333,258.667,0.785398,100,2
watch,12,513.333,258.667,0.785398,100,2
watch,13,149.275,268.222,-1.48381,100,0.163695
watch,14,306.975,233.057,-0.0857008,100,0.749609
watch,1,0,0,0,0,0
watch,2,0,0,0,0,0
watch,3,636.772,287.924,1.00259,100,1.58491
watch,4,366.531,281.27,-0.167752,100,0.0904777
watch,5,0,0,0,0,0
watch,6,94.7778,269.444,-0.248211,100,0.5
watch,7,493,257.333,0,100,1
watch,8,473.5,257.5,1.5708,100,1
watch,9,0,0,0,0,0
watch,10,531.5,256.5,1.5708,100,1
watch,11,512.333,256.667,0.785398,100,2
watch,12,145.813,265.829,-1.48156,100,0.162872
watch,13,306.014,232.549,-0.103744,100,0.749609
watch,1,0,0,0,0,0
watch,2,0,0,0,0,0
watch,3,364.899,277.874,-0.137168,100,0.0869335
watch,4,97.8889,265.778,-0.950547,100,0.666667
watch,5,0,0,0,0,0
watch,6,0,0,0,0,0
watch,7,479.5,253.5,1.5708,100,1
watch,8,537.667,252.333,0.785398,100,2
watch,9,518.5,252.5,1.5708,100,1
watch,10,499,253,1.5708,100,1
watch,11,556.333,251.667,0.785398,100,2
watch,12,149.147,262.02,-1.49134,100,0.161004
watch,13,305.677,232.941,-0.105387,100,0.749609
watch,1,0,0,0,0,0
watch,2,0,0,0,0,0
watch,3,0,0,0,0,0
watch,4,374.41,275.981,-0.183636,100,0.117371
watch,5,0,0,0,0,0
watch,6,99.5,264.5,0,100,1
watch,7,481.5,252.5,1.5708,100,1
watch,8,0,0,0,0,0
watch,9,539.667,251.333,0.785398,100,2
watch,10,520.333,251.667,0.785398,100,2
watch,11,501,252,1.5708,100,1
watch,12,150.74,260.717,-1.4843,100,0.165049
watch,13,306.001,233.297,-0.0998544,100,0.749609
watch,1,0,0,0,0,0
watch,2,0,0,0,0,0
watch,3,372.736,274.289,-0.181614,100,0.111458
watch,4,0,0,0,0,0
watch,5,97.8889,262.778,-0.950547,100,0.666667
watch,6,500,250.333,0,100,1
watch,7,480.5,250.5,1.5708,100,1
watch,8,557.667,249.333,0.785398,100,2
watch,9,538.667,249.333,0.785398,100,2
watch,10,519.5,249.5,1.5708,100,1
watch,11,149.236,259.304,-1.49237,100,0.16315
watch,12,305.459,233.18,-0.107265,100,0.749609
watch,1,0,0,0,0,0
watch,2,0,0,0,0,0
watch,3,372.067,273.219,-0.18621,100,0.122296
watch,4,96.5,262.5,0,100,1
watch,5,0,0,0,0,0
watch,6,480.778,249.444,-0.248211,100,0.5
watch,7,539.667,248.333,0.785398,100,2
watch,8,520.333,248.667,0.785398,100,2
watch,9,501,249,1.5708,100,1
watch,10,558.5,247.5,1.5708,100,1
watch,11,147.936,258.534,-1.49593,100,0.16391
watch,12,305.137,233.036,-0.113197,100,0.749609
watch,1,0,0,0,0,0
watch,2,0,0,0,0,0
watch,3,373.878,272.531,-0.186512,100,0.117155
watch,4,587.333,260.333,-0.785398,100,0.5
watch,5,98.7778,260.778,-0.785398,100,0.25
watch,6,502.5,248.5,1.5708,100,1
watch,7,482.5,248.5,1.5708,100,1
watch,8,560.5,247.5,1.5708,100,1
watch,9,541.333,247.667,0.785398,100,2
watch,10,522,248,1.5708,100,1
